# SentiWords v1.1 (14/03/2018)
# Copyright 2018 Trento RISE and FBK
# All rights reserved.
#
# SentiWords is distributed under the Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0) license.
# http://creativecommons.org/licenses/by-sa/3.0/
#
# For any information about SentiWords:
# https://hlt.fbk.eu/technologies/sentiwords
#
# If you use SentiWords, please cite:
# Gatti L., Guerini M. & Turchi M. "SentiWords: Deriving a High Precision and High Coverage Lexicon for Sentiment Analysis". 
# IEEE Transactions on Affective Computing 7.4 (2016): 409-421.
#
# --------------------------------------------
#
# SentiWords is based on SentiWordNet version 3.0.
# SentiWordNet website: http://sentiwordnet.isti.cnr.it/
#
# Each lemma#PoS in this file is associated with the prior polarity value computed from the scores of 
# all the SentiWordNet senses for that lemma#PoS, following the methodology described in Guerini et al. (2015). 
# Prior Polarity values are between -1 (very negative) and +1 (very positive).
#
# --------------------------------------------
#
# lemma#PoS	prior_polarity_score
smoldering#a	0.06700
smolderingly#r	-0.19821
smolensk#n	0
smollett#n	0
smooch#n	0.58913
smooch#v	0
smooching#n	-0.17327
smooth_alder#n	0
smooth_aster#n	0
smooth_bark_kauri#n	0
smooth_crabgrass#n	0
smooth_darling_pea#n	0
smooth_dogfish#n	0
smooth_earthball#n	0
smooth_green_snake#n	0
smooth_hammerhead#n	-0.28345
smooth_lip_fern#n	0
smooth_muscle_cell#n	0
smooth_muscle#n	-0.12940
smooth_out#v	0.28394
smooth_over#v	0
smooth_plane#n	0
smooth_softshell#n	0
smooth_sumac#n	0
smooth_winterberry_holly#n	0
smooth_woodsia#n	0
smooth-bodied#a	-0.19821
smooth-faced#a	-0.01819
smooth-haired_fox_terrier#n	0
smooth-haired#a	-0.42036
smooth-leaved_elm#n	0
smooth-shaven#a	0
smooth-shelled#a	0
smooth-skinned#a	0.15793
smooth-spoken#a	0.08478
smooth-textured#a	0.12208
smooth-tongued#a	0
smooth#a	0.37090
smooth#n	0
smooth#v	0.34686
smoothbark#n	0
smoothbore#a	-0.34088
smoothbore#n	0
smoothed#a	0.15793
smoothen#v	0
smoothened#a	0.15793
smoother#n	0
smoothhound_shark#n	0
smoothhound#n	0
smoothie#n	0.76422
smoothing_iron#n	0
smoothing_plane#n	0
smoothly#r	0.12208
smoothness#n	0.25697
smoothy#n	0.28394
smorgasbord#n	0
smother#n	-0.63484
smother#v	-0.59096
smothered#a	-0.04832
smotherer#n	0
smothering#a	-0.17327
smoulder#n	0
smoulder#v	0.17028
smouldering#a	0.06700
smoulderingly#r	-0.19821
smsgt#n	0
smudge#n	-0.14806
smudge#v	0
smudgy#a	-0.42036
smug#a	-0.32923
smuggle#v	-0.26089
smuggled#a	0
smuggler#n	-0.34373
smuggling#n	0
smugly#r	0.17826
smugness#n	-0.06936
smut_fungus#n	-0.19821
smut_grass#n	0
smut#n	-0.31929
smut#v	-0.29126
smutch#v	0
smuts#n	0
smuttily#r	0.15793
smuttiness#n	-0.42239
smutty#a	-0.41571
smyrna#n	0
smyrnium_olusatrum#n	0
smyrnium#n	0
sn#n	0
snack_bar#n	0
snack_counter#n	0
snack_food#n	0
snack#n	0
snack#v	0
snacker#n	0
snaffle_bit#n	-0.19821
snaffle#n	-0.19821
snaffle#v	0
snafu#a	-0.15152
snafu#n	0
snafu#v	-0.07924
snag#n	0
snag#v	-0.17780
snail_bean#n	0
snail_butter#n	-0.07997
snail_darter#n	0
snail_flower#n	0
snail_mail#n	-0.01819
snail-flower#n	0
snail#n	0
snail#v	0
snailfish#n	0
snailflower#n	0
snake_charmer#n	0
snake_dance#n	0
snake_doctor#n	0
snake_eyes#n	0.15793
snake_feeder#n	0
snake_fence#n	0
snake_fern#n	0
snake_god#n	0
snake_in_the_grass#n	-0.19821
snake_mackerel#n	0
snake_muishond#n	0
snake_oil#n	0
snake_palm#n	0
snake_pit#n	-0.28507
snake_plant#n	-0.07997
snake_polypody#n	0
snake_river#n	0
snake_venom#n	-0.19821
snake_wood#n	0
snake-fish#n	0
snake-haired#a	0
snake-head#n	0
snake-rail_fence#n	0
snake's_head_fritillary#n	0
snake#n	-0.22536
snake#v	-0.21055
snakeberry#n	0
snakebird#n	0
snakebite#n	-0.28345
snakeblenny#n	0
snakefish#n	0
snakefly#n	0
snakehead#n	0
snakelike#a	0
snakeroot#n	0
snakes_and_ladders#n	0
snakeweed#n	0
snakewood#n	0
snaky#a	0
snap_at#v	0
snap_back#v	0
snap_bean#n	0.17826
snap_brim#n	0
snap_fastener#n	0
snap_line#n	0
snap_off#v	0
snap_pea#n	0
snap_ring#n	0
snap_roll#n	0
snap_up#v	0
snap_willow#n	0
snap-brim_hat#n	0
snap#n	-0.15006
snap#v	-0.14318
snapdragon#n	0
snapline#n	0
snapper#n	-0.14362
snapping_beetle#n	0
snapping_shrimp#n	0
snapping_turtle#n	0
snappish#a	-0.16650
snappishly#r	-0.19821
snappishness#n	-0.34088
snappy#a	0.08369
snapshot_program#n	0
snapshot#n	0
snare_drum#n	0
snare#n	-0.01973
snare#v	-0.00111
snarer#n	0
snarf#v	-0.07997
snarl_up#v	0
snarl-up#n	0
snarl#n	-0.63319
snarl#v	0
snarled#a	0
snarly#a	0
snatch_block#n	0
snatch_up#v	0.12208
snatch#n	-0.07948
snatch#v	-0.10274
snatcher#n	-0.52321
snazzy#a	0.37735
snead#n	0
sneak_away#v	0.12208
sneak_in#v	-0.06819
sneak_off#v	0.12208
sneak_out#v	0.12208
sneak_preview#n	0
sneak_thief#n	-0.07997
sneak_up#v	0
sneak#a	-0.11834
sneak#n	-0.17956
sneak#v	-0.16710
sneaker#n	0
sneakily#r	0.15793
sneakiness#n	0.21734
sneaking#a	0.08478
sneakingly#r	0.15793
sneaky#a	-0.21662
sneer#n	-0.43216
sneer#v	-0.44208
sneerer#n	0
sneering#a	-0.39474
sneeringly#r	0.15793
sneeze#n	0
sneeze#v	0
sneezer#n	0
sneezeweed_yarrow#n	0
sneezeweed#n	-0.28345
sneezewort#n	0
sneezing#n	0
sneezy#a	0.15199
snellen_chart#n	0
snellen_test#n	0
snellen#n	0
snick#n	0
snick#v	0
snicker#n	0.12208
snicker#v	0
snickersnee#n	0
snide#a	-0.43341
snidely#r	0.15793
sniff_out#v	0.08478
sniff#n	0
sniff#v	0
sniffer#n	0
sniffle#n	0
sniffle#v	-0.12940
sniffler#n	0
sniffly#a	-0.38925
sniffy#a	0.20073
snifter#n	0
snigger#n	0.12208
snigger#v	0
snip_off#v	0
snip#n	0
snip#v	0
snipe_hunt#n	0
snipe#n	0
snipe#v	0.06204
snipefish#n	0
sniper_rifle#n	0.17826
sniper#n	0
snippet#n	0
snipping#n	0
snips#n	0
snit#n	-0.19821
snitch#n	0
snitch#v	-0.34165
snitcher#n	-0.02960
snivel#n	0.11300
snivel#v	0.02931
sniveler#n	0
sniveling#n	0.08478
sniveller#n	-0.07997
sno-cat#n	0.17826
snob#n	-0.66826
snobbery#n	-0.28345
snobbish#a	0
snobbishly#r	0.15793
snobbishness#n	-0.28345
snobbism#n	-0.28345
snobby#a	0
snoek#n	0
snog#v	0
snogging#n	0
snood#n	0
snook#n	0
snooker_table#n	0
snooker#n	0
snooker#v	-0.10451
snoop#n	0
snoop#v	0
snooper#n	0
snoopiness#n	-0.38925
snoopy#a	0.31829
snoopy#n	0
snoot#n	-0.02960
snootily#r	0.15793
snootiness#n	-0.39474
snooty#a	-0.45897
snooze#n	0.35617
snooze#v	0
snore#n	0
snore#v	0
snorer#n	0
snoring#n	0
snorkel_breather#n	0
snorkel_diving#n	0
snorkel#n	0
snorkel#v	0
snorkeling#n	0
snort#n	-0.14979
snort#v	-0.08007
snorter#n	0.10604
snorting#n	0
snorty#a	-0.38925
snot-nosed#a	-0.45215
snot#n	-0.36317
snotty-nosed#a	-0.16650
snotty#a	-0.53378
snout_beetle#n	0
snout#n	0
snow_bank#n	0
snow_blower#n	0
snow_bunting#n	0
snow_chain#n	0
snow_eater#n	0
snow_flurry#n	0
snow_goose#n	0
snow_gum#n	0
snow_job#n	-0.01819
snow_leopard#n	0
snow_lily#n	0
snow_line#n	0
snow_mist#n	0
snow_mushroom#n	0
snow_orchid#n	0
snow_pea#n	0.10670
snow_plant#n	0
snow_thrower#n	0
snow_tire#n	0
snow_trillium#n	0
snow-blind#a	0
snow-blind#v	0
snow-blinded#a	0
snow-blindness#n	0
snow-capped#a	0
snow-clad#a	-0.19821
snow-covered#a	-0.19821
snow-in-summer#n	0
snow-on-the-mountain#n	0
snow-white#a	0
snow#n	0
snow#v	0.48856
snowball#n	0
snowball#v	0
snowbank#n	0
snowbell#n	0
snowberry#n	0
snowbird#n	0
snowblindness#n	0
snowboard#n	0
snowboard#v	0
snowboarder#n	0
snowboarding#n	0
snowbound#a	0
snowcap#n	0
snowdrift#n	0
snowdrop_anemone#n	0
snowdrop_tree#n	0
snowdrop_windflower#n	0
snowdrop#n	0
snowfall#n	0
snowfield#n	0
snowflake#n	0
snowman#n	0
snowmobile#n	0
snowmobile#v	0
snowplough#n	0
snowplow#n	0
snowshoe_hare#n	0
snowshoe_rabbit#n	0
snowshoe#n	0
snowshoe#v	0
snowstorm#n	-0.32971
snowsuit#n	0
snowy_egret#n	0
snowy_heron#n	0
snowy_orchid#n	0
snowy_tree_cricket#n	0
snowy#a	0.43162
snp#n	0
snub-nosed#a	0.12208
snub#a	0
snub#n	0
snub#v	-0.40900
snuff_it#v	0
snuff_out#v	0
snuff_user#n	0
snuff-brown#a	0
snuff-color#n	0
snuff-colour#n	0
snuff#a	0
snuff#n	0
snuff#v	-0.30537
snuffbox_fern#n	0
snuffbox#n	0
snuffer#n	0
snuffers#n	0
snuffle#n	0
snuffle#v	-0.14216
snuffler#n	0
snuffling#a	-0.38925
snuffly#a	-0.38925
snug#a	0.10497
snug#n	0
snuggery#n	0
snuggle#n	0.62516
snuggle#v	0.67114
snuggled#a	0
snuggling#n	-0.17327
snugly#r	0
snugness#n	0.12208
so_far#r	0.12946
so_long#n	0
so_to_speak#r	0.10670
so-and-so#n	0
so-called#a	-0.19821
so-so#a	-0.01946
so-so#r	0.21734
so#n	0
so#r	0
soak_through#v	0
soak_up#v	0
soak#n	0
soak#v	0.27318
soakage#n	0
soaked#a	0
soaker#n	0
soaking_up#n	0
soaking#n	0
soaking#r	-0.07997
soap_bubble#n	0
soap_dish#n	0
soap_dispenser#n	0
soap_film#n	0
soap_flakes#n	0
soap_opera#n	0
soap_pad#n	0
soap_powder#n	0
soap_tree#n	0
soap-rock#n	0
soap-weed#n	0
soap#n	0
soap#v	0
soapberry_family#n	0
soapberry_tree#n	0
soapberry_vine#n	0
soapberry#n	0
soapbox#n	0
soapfish#n	0
soapiness#n	-0.13964
soaprock#n	0
soapstone#n	0
soapsuds#n	0
soapweed#n	0
soapwort_gentian#n	0
soapwort#n	0
soapy#a	0.11708
soar_up#v	0
soar_upwards#v	0
soar#n	0
soar#v	0
soaring#a	0.19229
soaring#n	0
soave#n	0
sob_sister#n	0
sob_story#n	0.12208
sob_stuff#n	0.12208
sob#n	-0.60982
sob#v	-0.56777
sobbing#n	-0.06110
sobbingly#r	0
sober_up#v	-0.12940
sober#a	0.28931
sober#v	0.24790
sobering#a	-0.17327
soberly#r	0.12208
soberness#n	0.19964
sobersided#a	-0.19821
sobersides#n	0.12208
sobralia#n	0
sobriety#n	0.28007
sobriquet#n	0
socage#n	-0.07997
soccer_ball#n	0
soccer_player#n	0
soccer#n	0
sociability#n	-0.25931
sociable#a	0.34235
sociable#n	0
sociableness#n	-0.25931
sociably#r	0.15956
social_action#n	0
social_activity#n	0
social_affair#n	0.15793
social_anthropologist#n	0.12208
social_anthropology#n	0
social_assistance#n	0
social_class#n	0
social_climber#n	0.17826
social_club#n	0
social_contract#n	0
social_control#n	0
social_dancer#n	0
social_dancing#n	0
social_democracy#n	0
social_democratic_party#n	0
social_development_commission#n	0
social_disease#n	0.12208
social_drinker#n	0
social_event#n	0
social_function#n	0
social_gathering#n	0.15793
social_group#n	0
social_insect#n	0
social_insurance#n	0
social_intercourse#n	0
social_lion#n	0
social_movement#n	0
social_occasion#n	0
social_organisation#n	0
social_organization#n	0
social_phobia#n	0
social_policy#n	0
social_process#n	0
social_psychology#n	0
social_rank#n	0
social_reformer#n	-0.17327
social_relation#n	0
social_science#n	0
social_scientist#n	0
social_season#n	0.12208
social_secretary#n	0
social_security_administration#n	0
social_security_number#n	0
social_security#n	0
social_service#n	0
social_station#n	0
social_status#n	0
social_stratification#n	0
social_structure#n	0
social_system#n	0
social_unit#n	0
social_welfare#n	0.12208
social_work#n	-0.42036
social_worker#n	0
social#a	0.27700
social#n	0
socialisation#n	0.15728
socialise#v	0
socialised#a	0
socialiser#n	0
socialising#n	0
socialism#n	0
socialist_economy#n	0
socialist_labor_party#n	0
socialist_party#n	0
socialist_people's_libyan_arab_jamahiriya#n	0
socialist_republic_of_vietnam#n	0
socialist#a	0
socialist#n	0
socialistic#a	0
socialite#n	0
sociality#n	0
socialization#n	0.15728
socialize#v	0
socialized#a	0
socializer#n	0
socializing#n	0
socially#r	0
societal#a	0
society_islands#n	0
society_of_friends#n	0
society_of_jesus#n	0
society#n	0
socinian#n	0.12208
socinus#n	0
socio-economic_class#n	0
sociobiologic#a	0
sociobiological#a	0
sociobiologically#r	0.15793
sociobiologist#n	0.15793
sociobiology#n	0
sociocultural#a	0
socioeconomic#a	0
socioeconomically#r	0.15793
sociolinguist#n	0
sociolinguistic#a	0
sociolinguistically#r	0.15793
sociolinguistics#n	0
sociological#a	0
sociologically#r	0.12208
sociologist#n	0
sociology_department#n	0.12208
sociology#n	0
sociometry#n	0
sociopath#n	0
sociopathic_personality#n	0.15199
sociopathic#a	0
sock#n	0
sock#v	-0.19394
socket_wrench#n	0
socket#n	-0.17953
sockeye_salmon#n	0
sockeye#n	0
socle#n	0
socotra_begonia#n	0
socrates#n	0
socratic_irony#n	0.15793
socratic_method#n	0
socratic#a	0
sod_house#n	0
sod's_law#n	-0.33433
sod#n	0
sod#v	0
soda_ash#n	0
soda_biscuit#n	0.15793
soda_bottle#n	0
soda_can#n	0
soda_cracker#n	0
soda_fountain#n	0
soda_jerk#n	0
soda_jerker#n	0
soda_lime#n	0
soda_niter#n	0
soda_pop#n	0
soda_water#n	0
soda#n	0
sodalist#n	0
sodalite#n	0
sodality#n	0
sodbuster#n	0
sodden#a	0.12208
sodding#a	0.28394
soddy#n	0
sodium_benzoate#n	0
sodium_bicarbonate#n	0
sodium_bichromate#n	0
sodium_carbonate#n	0
sodium_carboxymethyl_cellulose#n	0
sodium_chlorate#n	0
sodium_chloride#n	0
sodium_cyanide#n	0
sodium_dichromate#n	0
sodium_ethylmercurithiosalicylate#n	0
sodium_fluoride#n	0
sodium_hydride#n	0
sodium_hydrogen_carbonate#n	0
sodium_hydroxide#n	0
sodium_hypochlorite#n	0
sodium_iodide#n	0
sodium_lauryl_sulfate#n	0
sodium_lauryl_sulphate#n	0
sodium_nitrate#n	0
sodium_nitrite#n	0
sodium_orthophosphate#n	0
sodium_phosphate#n	0
sodium_pyrophosphate#n	0
sodium_salicylate#n	0
sodium_silicate#n	0
sodium_sulfate#n	0
sodium_sulphate#n	0
sodium_thiopental#n	0
sodium_thiosulfate#n	0
sodium_thiosulphate#n	0
sodium_tripolyphosphate#n	0
sodium-vapor_lamp#n	0
sodium-vapour_lamp#n	0
sodium#n	0
sodoku#n	0
sodom#n	0.10554
sodomise#v	0
sodomist#n	0
sodomite#n	0
sodomize#v	0
sodomy#n	0
sofa_bed#n	0
sofa#n	0
soffit#n	0
sofia_scicolone#n	0
sofia#n	0
soft_coal#n	0
soft_copy#n	0
soft_corn#n	0
soft_diet#n	-0.19821
soft_drink#n	0
soft_drug#n	-0.07997
soft_flag#n	0
soft_glass#n	0
soft_goods#n	0
soft_ice_cream#n	0
soft_market#n	0
soft_money#n	0
soft_news#n	-0.34088
soft_on#a	0.36466
soft_option#n	-0.19821
soft_palate#n	0
soft_pedal#n	0
soft_pretzel#n	0
soft_roe#n	0
soft_roll#n	0
soft_rot#n	0
soft_rush#n	0
soft_scale#n	0
soft_sell#n	-0.19821
soft_shield_fern#n	0
soft_soap#n	-0.02960
soft_solder#n	-0.34088
soft_spot#n	-0.07612
soft_tick#n	0
soft_touch#n	-0.01819
soft_tree_fern#n	0
soft_water#n	-0.38925
soft_wheat#n	0
soft-boiled#a	-0.39857
soft-cast_steel#n	-0.07997
soft-coated_wheaten_terrier#n	0
soft-cover_book#n	0
soft-cover#n	0
soft-finned_fish#n	0
soft-finned#a	0
soft-footed#a	0
soft-haired#a	0.15793
soft-nosed#a	0
soft-pedal#v	-0.06110
soft-shell_clam#n	0
soft-shell_crab#n	-0.09134
soft-shelled_crab#n	-0.09134
soft-shelled_turtle#n	-0.28345
soft-shoe_dancing#n	0
soft-shoe_shuffle#n	0
soft-shoe#n	0
soft-soap#v	-0.12940
soft-solder#v	0
soft-spoken#a	-0.25931
soft-witted#a	0.04030
soft#a	0.48639
soft#r	0.52979
softback_book#n	0
softback#n	0
softball_game#n	0
softball#n	0
soften#v	0.39179
softened#a	0.10670
softener#n	0
softening#a	0
softening#n	0
softheaded#a	0.12712
softhearted#a	-0.39584
softheartedness#n	0.15199
softie#n	-0.06110
softish#a	0
softly#r	-0.09971
softness#n	0.47114
software_documentation#n	0
software_engineer#n	0
software_error#n	-0.34088
software_package#n	0
software_product#n	0
software_program#n	0
software_system#n	0
software#n	0
softwood#n	0
softy#n	-0.06110
sogginess#n	0
soggy#a	-0.41537
soh#n	0
soho#n	0
soi-disant#a	0
soigne#a	0.36466
soignee#a	0.36466
soil_bank#n	0
soil_conditioner#n	0
soil_conservation#n	0
soil_erosion#n	0
soil_horizon#n	0
soil_pipe#n	0
soil_profile#n	0
soil-building#a	-0.38925
soil#n	0.10041
soil#v	0.10706
soiled#a	-0.42036
soiling#n	0
soilure#n	0
soiree_musicale#n	0
soiree#n	0
soissons#n	0
soixante-neuf#n	0
soja_bean#n	0
soja#n	0
sojourn#n	0
sojourn#v	0
sojourner_truth#n	0
sojourner#n	0.12208
sokoro#n	0
sol_hurok#n	0
sol_rojo#n	0
sol#n	0
solace#n	0.30585
solace#v	0.33126
solacement#n	-0.45578
solan_goose#n	0
solan#n	0
solanaceae#n	0
solanaceous_vegetable#n	0
solanaceous#a	0
solandra_guttata#n	0
solandra#n	0
solanopteris_bifrons#n	0
solanopteris#n	0
solant_goose#n	0
solanum_aviculare#n	0
solanum_burbankii#n	0
solanum_carolinense#n	0
solanum_commersonii#n	0
solanum_crispum#n	-0.19821
solanum_dulcamara#n	0
solanum_elaeagnifolium#n	0
solanum_giganteum#n	0
solanum_jamesii#n	0
solanum_jasmoides#n	0
solanum_macranthum#n	0
solanum_melanocerasum#n	0
solanum_melongena#n	0
solanum_nigrum_guineese#n	0
solanum_nigrum#n	0
solanum_pseudocapsicum#n	0
solanum_quitoense#n	0
solanum_rostratum#n	0
solanum_tuberosum#n	0
solanum_wendlandii#n	0
solanum_wrightii#n	0
solanum#n	-0.07997
solar_apex#n	0
solar_array#n	0
solar_battery#n	0
solar_calendar#n	-0.19821
solar_cell#n	0
solar_collector#n	0
solar_constant#n	0
solar_day#n	0
solar_dish#n	0
solar_eclipse#n	0
solar_energy#n	0
solar_flare#n	0
solar_furnace#n	0
solar_gravity#n	0
solar_halo#n	0
solar_heater#n	0
solar_house#n	0
solar_magnetic_field#n	0
solar_month#n	0
solar_panel#n	0
solar_parallax#n	0
solar_physics#n	0
solar_plexus#n	0
solar_power#n	0
solar_prominence#n	0
solar_radiation#n	0
solar_system#n	0
solar_telescope#n	0
solar_thermal_system#n	0
solar_trap#n	-0.07997
solar_wind#n	0
solar_year#n	0
solar#a	0
solarisation#n	0
solarise#v	-0.00202
solarium#n	0
solarization#n	0
solarize#v	-0.00202
sold-out#a	0.10670
sold#a	0.17826
solder#n	0
solder#v	0
solderer#n	0
soldering_flux#n	0
soldering_iron#n	0
soldering#n	0
soldier_grainy_club#n	0
soldier_of_fortune#n	0
soldier-fish#n	0
soldier#n	0
soldier#v	0
soldierfish#n	0
soldiering#n	0.10554
soldierlike#a	0.04030
soldierly#a	0.04030
soldiers_of_god#n	0
soldiership#n	0.12208
soldiery#n	0
sole#a	-0.01106
sole#n	-0.07827
sole#v	-0.03023
solea_lascaris#n	0
solea_solea#n	0.15793
solea#n	0
solecism#n	0
soled#a	-0.19821
soledad_pine#n	0
soledad#n	0
soleidae#n	0
soleirolia_soleirolii#n	0
soleirolia#n	0
soleless#a	0.12208
solely#r	-0.08901
solemn#a	-0.10625
solemness#n	-0.06110
solemnisation#n	0
solemnise#v	0.12657
solemnity_of_mary#n	0
solemnity#n	-0.16424
solemnization#n	0
solemnize#v	0.12657
solemnly#r	0.12208
solenichthyes#n	0
solenidae#n	0
solenogaster#n	-0.07997
solenogastres#n	0
solenoid#n	0
solenopsis#n	-0.07997
solenostemon_blumei#n	0
solenostemon_scutellarioides#n	0
solenostemon#n	0
solent#n	0
soleus_muscle#n	0
soleus#n	0
solfa_syllable#n	0
solfa#n	0
solfege#n	0
solfeggio#n	0
solferino#n	0
solicit#v	-0.32304
solicitation#n	-0.16020
solicitor_general#n	0
solicitor#n	0
solicitorship#n	0
solicitous#a	-0.28130
solicitously#r	0.15793
solicitousness#n	-0.06936
solicitude#n	-0.06936
solid_angle#n	0
solid_body_substance#n	0
solid_figure#n	0
solid_food#n	0
solid_geometry#n	0
solid_ground#n	0
solid_solution#n	0
solid_state#n	0.12208
solid-colored#a	0
solid-coloured#a	0
solid-hoofed#a	0.12208
solid-state_physics#n	0
solid-state#a	0
solid#a	0.16913
solid#n	0.18878
solidago_bicolor#n	0
solidago_canadensis#n	0
solidago_missouriensis#n	0
solidago_multiradiata#n	0
solidago_nemoralis#n	0
solidago_odora#n	0
solidago_rugosa#n	0
solidago_sempervirens#n	0
solidago_spathulata#n	0
solidago#n	0
solidarity#n	0
solidification#n	-0.07997
solidified#a	0
solidify#v	0
solidifying#n	-0.07997
solidity#n	0
solidly#r	0.15754
solidness#n	0.10896
solidus#n	0
soliloquise#v	0
soliloquize#v	0
soliloquy#n	0
solingen#n	0
solipsism#n	0
solitaire#n	0
solitarily#r	0
solitariness#n	-0.11349
solitary_confinement#n	0
solitary_pussytoes#n	0
solitary_vireo#n	0
solitary_wave#n	-0.19821
solitary#a	-0.08831
solitary#n	0
soliton_wave#n	-0.19821
soliton#n	-0.19821
solitude#n	0
solitudinarian#n	0
solleret#n	0
solmisation#n	0
solmizate#v	0
solmization#n	0
solo_blast#n	0
solo_homer#n	0
solo_man#n	0
solo#a	0
solo#n	0
solo#r	0
solo#v	0.24307
soloist#n	0
solomon_bellow#n	0
solomon_guggenheim#n	0
solomon_hurok#n	0
solomon_islands#n	0
solomon's_seal#n	0
solomon's-seal#n	0
solomon#n	0
solomonic#a	-0.16650
solomons#n	0
solon#n	0.12208
solresol#n	0
solstice#n	0
solubility#n	0.10293
soluble_glass#n	0
soluble_rna#n	-0.28345
soluble#a	0.05568
solubleness#n	0.12208
solute#n	0
solution#n	0.27155
solvability#n	0
solvable#a	-0.19821
solvate#n	0
solvate#v	0
solvating_agent#n	0
solvation#n	0
solvay_process#n	0
solvay#n	0
solve#v	0
solved#a	0
solvency#n	0
solvent#a	-0.09113
solvent#n	-0.05203
solver#n	0
solving#n	0
solway_firth#n	0
solzhenitsyn#n	0
som#n	0
soma#n	0
somaesthesia#n	-0.08847
somaesthesis#n	0
somali_peninsula#n	0
somali#a	0
somali#n	0
somalia#n	0
somalian_monetary_unit#n	0
somalian_shilling#n	0
somalian#a	0
somalian#n	0
soman#n	0.12208
somataesthesis#n	0
somateria#n	0
somatesthesia#n	-0.08847
somatic_cell_nuclear_transfer#n	0
somatic_cell_nuclear_transplantation#n	0
somatic_cell#n	-0.19821
somatic_chromosome#n	0
somatic_delusion#n	0
somatic_sensation#n	-0.19821
somatic_sense#n	0
somatic_sensory_system#n	0
somatic#a	0
somatogenetic#a	0.28394
somatogenic#a	0.28394
somatosense#n	0
somatosensory_system#n	0
somatosensory#a	0
somatotrophic_hormone#n	0
somatotrophin#n	0
somatotropic_hormone#n	0
somatotropin#n	0
somatotype#n	0.12208
somber#a	-0.36424
somberly#r	0.15793
somberness#n	0.19596
sombre#a	-0.36424
sombrely#r	0.15793
sombreness#n	0.19596
sombrero#n	0
some_other#a	-0.07997
some#a	0.02617
some#r	0.06700
somebody#n	0
someday#r	0
somehow#r	-0.06819
someone#n	0
someplace#r	0
somersault#n	0
somersault#v	0
somersaulting#n	0
somerset_maugham#n	0
somerset#n	0
somesthesia#n	-0.08847
somesthesis#n	0
sometime#a	0
sometime#r	-0.38925
sometimes#r	0
someway#r	0
someways#r	0
somewhat#r	-0.00601
somewhere#n	-0.38925
somewhere#r	0
somite#n	0
somme_river#n	0
somme#n	0
sommelier#n	0
somnambulate#v	0
somnambulation#n	0
somnambulism#n	0
somnambulist#n	0
somniferous#a	-0.19821
somnific#a	-0.19821
somniloquism#n	0
somniloquist#n	-0.07997
somniloquy#n	0
somnolence#n	0
somnolent#a	0.15199
somnolently#r	0.15793
somrai#n	0
son_of_a_bitch#n	-0.38925
son-in-law#n	0
son#n	0
sonant#a	0
sonant#n	0
sonar#n	0
sonata_form#n	0
sonata#n	0
sonatina#n	0.12208
sonchus_oleraceus#n	0
sonchus#n	0
sondheim#n	0
sone#n	0
song_and_dance#n	0.16575
song_dynasty#n	0
song_of_solomon#n	0
song_of_songs#n	0
song_sparrow#n	0
song_thrush#n	0
song#n	0
songbird#n	0
songbook#n	0
songful#a	0
songfulness#n	0.15793
songhai#n	0
songlike#a	0
songster#n	0
songstress#n	0
songwriter#n	0
sonic_barrier#n	0
sonic_boom#n	0
sonic_delay_line#n	0
sonic_depth_finder#n	0
sonic#a	0
sonnet#n	0
sonnet#v	0.18907
sonneteer#n	0
sonny_boy#n	0
sonny_liston#n	0
sonny#n	0
sonogram#n	0
sonograph#n	0
sonography#n	0
sonometer#n	0
sonora_gum#n	0
sonora_lac#n	0
sonora_semiannulata#n	0
sonora#n	0
sonoran_desert#n	0
sonoran_lyre_snake#n	0
sonoran_whipsnake#n	0
sonority#n	0.15199
sonorous#a	-0.01819
sonorously#r	0.15793
sonorousness#n	0.15199
sonsie#a	0
sonsy#a	0
sontag#n	0
soochong#n	-0.39474
soon_enough#r	-0.28345
soon#r	-0.07997
sooner_state#n	0
sooner#n	0
sooner#r	0.10670
soonest#r	0
soot_black#n	-0.07997
soot-black#a	0
soot#n	0
soot#v	0
sooth#n	0.21734
soothe#v	0.40074
soothing_syrup#n	0
soothing#a	0.50689
soothingly#r	0.12208
soothsayer#n	0
soothsaying#n	0
sootiness#n	-0.38925
sooty-black#a	0
sooty#a	-0.02960
sop_up#v	0
sop#n	0.16749
sop#v	0
soph#n	0
sophia_loren#n	0
sophie_tucker#n	0
sophism#n	-0.13964
sophist#n	-0.00601
sophistic#a	-0.17692
sophistical#a	-0.37691
sophisticate#n	0
sophisticate#v	0.05316
sophisticated#a	0.34696
sophistication#n	0.38554
sophistry#n	-0.13964
sophocles#n	0.12208
sophomore_class#n	0
sophomore#a	0
sophomore#n	0
sophonias#n	0
sophora_japonica#n	0
sophora_secundiflora#n	0
sophora_sinensis#n	0
sophora_tetraptera#n	0
sophora#n	0
sopor#n	0
soporiferous#a	-0.19821
soporific#a	-0.19821
soporific#n	0
sopping#r	-0.07997
soppy#a	0.12208
sopranino#a	0.12208
soprano_clef#n	0
soprano#a	0
soprano#n	0
sops#n	0
sorb_apple_tree#n	0
sorb_apple#n	0
sorb#n	0
sorb#v	0
sorbate#n	0.17826
sorbed#a	0
sorbefacient#a	0.17826
sorbent_material#n	0
sorbent#n	0
sorbet#n	0
sorbian#n	0.19229
sorbic_acid#n	0
sorbonne#n	0
